report,justification_de_url,justification_en_url,TA
"Niraparib (Neubewertung nach Fristablauf: Ovarialkarzinom, Eileiterkarzinom oder primäre Peritonealkarzinose)",https://www.g-ba.de/downloads/40-268-7681/2021-07-15_AM-RL-XII_Niraparib_D-643_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7681/2021-07-15_AM-RL-XII_Niraparib_D-643_TrG_EN.pdf,onkologische Erkrankungen
"Niraparib (Neues Anwendungsgebiet: Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, FIGO-Stadien III und IV, Erhaltungstherapie)",https://www.g-ba.de/downloads/40-268-7926/2021-10-12_AM-RL-XII_Niraparib_%C3%84nderung-Therapiekosten_D-607_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7544/2021-05-20_AM-RL-XII_Niraparib_D-607_TrG_EN.pdf,onkologische Erkrankungen
"Niraparib (Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom)",https://www.g-ba.de/downloads/40-268-5050/2018-06-07_AM-RL-XII_Niraparib_D-331_TrG.pdf,,onkologische Erkrankungen
"Niraparib (Überschreitung 50 Mio. € Grenze: Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom)",https://www.g-ba.de/downloads/40-268-6800/2020-08-20_AM-RL-XII_Niraparib_D-496_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6800/2020-08-20_AM-RL-XII_Niraparib_D-496_TrG_EN.pdf,onkologische Erkrankungen
Nivolumab (Melanom),https://www.g-ba.de/downloads/40-268-4104/2016-12-15_AM-RL-XII_Nivolumab-Aufhebung%20Befristung_D-176_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (Neubewertung nach Fristablauf: Melanom, BRAF-V600-WT, Erstlinie, Kombination mit Ipilimumab)",https://www.g-ba.de/downloads/40-268-5504/2018-12-20_AM-RL-XII_Nivolumab_D-370_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (Neubewertung nach Fristablauf: Melanom, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-7845/2021-09-16_AM-RL-XII_Nivolumab_D-668_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7845/2021-09-16_AM-RL-XII_Nivolumab_D-668_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Adenokarzinom des Magens, des gastroösophagealen Übergangs oder des Ösophagus, CPS ≥ 5, HER2-negativ, Erstlinie, Kombination mit fluoropyrimidin- und platinbasierter Kombinationschemotherapi)",https://www.g-ba.de/downloads/40-268-8518/2022-05-19_AM-RL-XII_Nivolumab_D-762_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Karzinom des Ösophagus oder gastroösophagealen Übergangs, vorbehandelte Patienten, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-8262/2022-02-17_AM-RL-XII_Nivolumab_D-728_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8262/2022-02-17_AM-RL-XII_Nivolumab_D-728_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Kolorektalkarzinom mit Mismatch-Reparatur-Defizienz oder hoher Mikrosatelliteninstabilität, vorbehandelte Patienten, Kombination mit Ipilimumab)",https://www.g-ba.de/downloads/40-268-8179/2022-01-20_AM-RL-XII_Nivolumab_D-717_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8179/2022-01-20_AM-RL-XII_Nivolumab_D-717_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Malignes Pleuramesotheliom, Erstlinie, Kombination mit Ipilimumab)",https://www.g-ba.de/downloads/40-268-8108/2021-12-16_AM-RL-XII_Nivolumab_D-707_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8108/2021-12-16_AM-RL-XII_Nivolumab_D-707_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Nicht-kleinzelliges Lungenkarzinom, Kombination mit Ipilimumab und platinbasierter Chemotherapie, Erstlinie)",https://www.g-ba.de/downloads/40-268-7730/2021-07-27_AM-RL-XII_Nivolumab_D-628_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7572/2021-06-03_AM-RL-XII_Nivolumab_D-628_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinienbehandlung, Kombination mit Cabozantinib)",https://www.g-ba.de/downloads/40-268-7953/2021-10-21_AM-RL-XII_Nivolumab_D-684_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7953/2021-10-21_AM-RL-XII_Nivolumab_D-684_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Plattenepithelkarzinom des Ösophagus, PD-L1-Expression ≥ 1, Erstlinie, Kombination mit Ipilimumab)",,,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Plattenepithelkarzinom des Ösophagus, PD-L1-Expression ≥ 1, Erstlinie, Kombination mit Platin- und Fluoropyrimidin-basierter Chemotherapie)",,,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Plattenepithelkarzinom des Ösophagus, vorbehandelte Patienten)",https://www.g-ba.de/downloads/40-268-7657/2021-07-01_AM-RL-XII_Nivolumab_D-618_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7657/2021-07-01_AM-RL-XII_Nivolumab_D-618_TrG_EN.pdf,onkologische Erkrankungen
"Nivolumab (Neues Anwendungsgebiet: Urothelkarzinom, PD-L1-Expression ≥ 1 %, adjuvante Therapie)",,,onkologische Erkrankungen
Nivolumab (neues Anwendungsgebiet: Hodgkin-Lymphom),https://www.g-ba.de/downloads/40-268-4426/2017-06-15_AM-RL-XII_Nivolumab_D-267_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (neues Anwendungsgebiet: Melanom, Kombination mit Ipilimumab)",https://www.g-ba.de/downloads/40-268-4100/2016-12-12_AM-RL-XII_Nivolumab_nAWG_D-241_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (neues Anwendungsgebiet: Melanom, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-5590/2019-02-21_AM-RL-XII_Nivolumab_D-386_TrG.pdf,,onkologische Erkrankungen
Nivolumab (neues Anwendungsgebiet: Nierenzellkarzinom),https://www.g-ba.de/downloads/40-268-4021/2016-10-20_AM-RL-XII_Nivolumab_Nierenzellkarzinom_D-230_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinie, Kombination mit Ipilimumab)",https://www.g-ba.de/downloads/40-268-5935/2019-08-15_AM-RL-XII_Nivolumab_D-439_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5935/2019-08-15_AM-RL-XII_Nivolumab_D-439_TrG_EN.pdf,onkologische Erkrankungen
Nivolumab (neues Anwendungsgebiet: Plattenepithelkarzinom Kopf-Hals-Bereich),https://www.g-ba.de/downloads/40-268-4660/2017-11-17_AM-RL-XII_Nivolumab_D-291_TrG.pdf,,onkologische Erkrankungen
Nivolumab (neues Anwendungsgebiet: Urothelkarzinom),https://www.g-ba.de/downloads/40-268-4723/2017-12-21_AM-RL-XII_Nivolumab_D-293_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Nicht-Plattenepithelhistologie, nach vorheriger Chemotherapie)",https://www.g-ba.de/downloads/40-268-4023/2016-10-20_AM-RL-XII_Nivolumab-nAWG-NSCLC_D-231_TrG.pdf,,onkologische Erkrankungen
"Nivolumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Plattenepithelhistologie, nach vorheriger Chemotherapie)",https://www.g-ba.de/downloads/40-268-3578/2016-02-04_AM-RL-XII_Nivolumab_2015-07-15-D-184_TrG.pdf,,onkologische Erkrankungen
"Nonacog beta pegol (Hämophilie B, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-5091/2018-06-26_AM-RL-XII_Nonacoq_beta_pegol-Aenderung-Therapiekosten_D-322_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Nusinersen (Spinale Muskelatrophie),https://www.g-ba.de/downloads/40-268-5749/2019-05-16_AM-RL-XII_Nusinersen_D-294_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5749/2019-05-16_AM-RL-XII_Nusinersen_D-294_TrG_EN.pdf,Krankheiten des Nervensystems
Nusinersen (Überschreitung 50 Mio € Grenze: Spinale Muskelatrophie),https://www.g-ba.de/downloads/40-268-7541/2021-05-20_AM-RL-XII_Nusinersen_D-614_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7541/2021-05-20_AM-RL-XII_Nusinersen_D-614_TrG_EN.pdf,Krankheiten des Nervensystems
Obeticholsäure,https://www.g-ba.de/downloads/40-268-4455/2017-07-06_AM-RL-XII_Obeticholsaeure_D-269_TrG.pdf,,Krankheiten des Verdauungssystems
Obinutuzumab (Chronische lymphatische Leukämie),https://www.g-ba.de/downloads/40-268-3098/2015-02-05_AM-RL-XII_Obinutuzumab_2014-08-15-D-120_TrG.pdf,,onkologische Erkrankungen
Obinutuzumab (neues Anwendungsgebiet: Follikuläres Lymphom),https://www.g-ba.de/downloads/40-268-4105/2016-12-15_AM-RL-XII_Obinutuzumab_D-229_TrG.pdf,,onkologische Erkrankungen
"Obinutuzumab (neues Anwendungsgebiet: Follikuläres Lymphom, Erstlinie)",https://www.g-ba.de/downloads/40-268-4914/2018-04-05_AM-RL-XII_Obinutuzumab_nAWG_D-305_TrG.pdf,,onkologische Erkrankungen
Obinutuzumab (Überschreitung 50 Mio. € Grenze: Chronische lymphatische Leukämie),https://www.g-ba.de/downloads/40-268-8005/2021-11-04_AM-RL-XII_Obinutuzumab_D-662_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8005/2021-11-04_AM-RL-XII_Obinutuzumab_D-662_TrG_EN.pdf,onkologische Erkrankungen
Obinutuzumab (Überschreitung 50 Mio. € Grenze: Follikuläres Lymphom),https://www.g-ba.de/downloads/40-268-8003/2021-11-04_AM-RL-XII_Obinutuzumab_D-673_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8003/2021-11-04_AM-RL-XII_Obinutuzumab_D-673_TrG_EN.pdf,onkologische Erkrankungen
"Obinutuzumab (Überschreitung 50 Mio. € Grenze: Follikuläres Lymphom, Erstlinie)",https://www.g-ba.de/downloads/40-268-8001/2021-11-04_AM-RL-XII_Obinutuzumab_D-674_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8001/2021-11-04_AM-RL-XII_Obinutuzumab_D-674_TrG_EN.pdf,onkologische Erkrankungen
Ocrelizumab,https://www.g-ba.de/downloads/40-268-5167/2018-08-02_AM-RL-XII_Ocrelizumab_D-332_TrG.pdf,,Krankheiten des Nervensystems
Ocriplasmin,https://www.g-ba.de/downloads/40-268-2536/2013-10-17_AM-RL-XII_Ocriplasmin_TrG.pdf,,Augenerkrankungen
Ocriplasmin (Neubewertung nach Fristablauf: Vitreomakuläre Traktion),https://www.g-ba.de/downloads/40-268-5682/2019-04-04_AM-RL-XII_Ocriplasmin_D-399_TrG.pdf,,Augenerkrankungen
Odevixibat (Cholestase (≥ 6 Monate)),https://www.g-ba.de/downloads/40-268-8324/2022-03-03_AM-RL_XII_Odevixibat_D-725_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8324/2022-03-03_AM-RL-XII_Odevixibat_D-725_TrG_EN.pdf,Krankheiten des Verdauungssystems
Olaparib,https://www.g-ba.de/downloads/40-268-5163/2018-08-02_AM-RL-XII_Olaparib_D-166_TrG.pdf,,onkologische Erkrankungen
"Olaparib (Neues Anwendungsgebiet: Adenokarzinom des Pankreas, BRCA1/2-Mutationen, Erhaltungstherapie)",https://www.g-ba.de/downloads/40-268-7573/2021-06-03_AM-RL-XII_Olaparib_D-581_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7573/2021-06-03_AM-RL-XII_Olaparib_D-581_TrG_EN.pdf,onkologische Erkrankungen
"Olaparib (Neues Anwendungsgebiet: Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, FIGO-Stadien III und IV, HRD-positiv, Erhaltungstherapie, Kombination mit Bevacizumab)",https://www.g-ba.de/downloads/40-268-7568/2021-06-03_AM-RL-XII_Olaparib_D-616_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7568/2021-06-03_AM-RL-XII_Olaparib_D-616_TrG_EN.pdf,onkologische Erkrankungen
"Olaparib (Neues Anwendungsgebiet: Prostatakarzinom, BRCA1/2-Mutationen, Progredienz nach hormoneller Behandlung)",https://www.g-ba.de/downloads/40-268-7732/2021-07-27_AM-RL-XII_Olaparib_D-615_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7567/2021-06-03_AM-RL-XII_Olaparib_D-615_TrG_EN.pdf,onkologische Erkrankungen
"Olaparib (neues Anwendungsgebiet: Mammakarzinom, BRCA1/2-Mutationen, HER2-)",https://www.g-ba.de/downloads/40-268-6287/2020-01-16_AM-RL-XII_Olaparib_D-459-TrG.pdf,https://www.g-ba.de/downloads/40-1465-6287/2020-01-16_AM-RL-XII_Olaparib_D-459_TrG_EN.pdf,onkologische Erkrankungen
"Olaparib (neues Anwendungsgebiet: Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, BRCA-mutiert, FIGO-Stadien III und IV, Erhaltungstherapie)",https://www.g-ba.de/downloads/40-268-6286/2020-01-16_AM-RL-XII_Olaparib_D-464_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6286/2020-01-16_AM-RL-XII_Olaparib_D-464_TrG_EN.pdf,onkologische Erkrankungen
"Olaparib (neues Anwendungsgebiet; Bewertung nach Aufhebung Orphan-Drug Status: Ovarialkarzinom, Eileiterkarzinom oder primäres Peritonealkarzinom, Platin-Sensitiv, Erhaltungstherapie)",https://www.g-ba.de/downloads/40-268-5560/2018-12-06_AM-RL-XII_Olaparib_D-360_TrG.pdf,,onkologische Erkrankungen
Olaratumab [aufgehoben] (Weichgewebesarkom),https://www.g-ba.de/downloads/40-268-6288/2020-01-16_AM-RL-XII_Olaratumab_D-265_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6288/2020-01-16_AM-RL-XII_Olaratumab_D-265_TrG_EN.pdf,onkologische Erkrankungen
"Olmesartanmedoxomil, Amlodipin, Hydrochlorothiazid",,,Herz-Kreislauf-Erkrankungen
Olodaterol (COPD),https://www.g-ba.de/downloads/40-268-2889/2014-07-17_AM-RL-IX-XII_Beta2-Sympathomimetika_inhalativ_Eingr_Olodaterol_Gr1_TrG.pdf,,Krankheiten des Atmungssystems
Ombitasvir/Paritaprevir/Ritonavir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-3826/2016-06-16_AM-RL-XII_Ombitasvir-Paritaprevir-Ritonavir_D-153_Aenderung_TrG.pdf,,Infektionskrankheiten
Onasemnogen-Abeparvovec (Spinale Muskelatrophie),https://www.g-ba.de/downloads/40-268-7105/2020-12-03_AM-RL-XII_Aussetzung-OnasemnogenAbeparvovec_D-549_TrG.pdf,,Krankheiten des Nervensystems
Onasemnogen-Abeparvovec (Überschreitung 50 Mio € Grenze: Spinale Muskelatrophie),https://www.g-ba.de/downloads/40-268-8006/2021-11-04_AM-RL-XII_Onasemnogen-Abeparvovec_D-679_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8006/2021-11-04_AM-RL-XII_Onasemnogen-Abeparvovec_D-679_TrG_EN.pdf,Krankheiten des Nervensystems
Opicapon,https://www.g-ba.de/downloads/40-268-4247/2017-03-16_AM-RL-XII_Opicapon_D-258_TrG.pdf,,Krankheiten des Nervensystems
Osilodrostat (endogenes Cushing-Syndrom),https://www.g-ba.de/downloads/40-268-7211/2021-01-07_AM-RL-XII_Osilodrostat_D-573_TrG_ausgetauscht-2021-02-23.pdf,,Stoffwechselkrankheiten
"Osimertinib (Neubewertung nach Fristablauf: nicht-kleinzelliges Lungenkarzinom, T790M-EGFR-Mutation)",https://www.g-ba.de/downloads/40-268-4602/2017-10-19_AM-RL-XII_Osimertinib_D-282_TrG.pdf,,onkologische Erkrankungen
"Osimertinib (Neues Anwendungsgebiet: Nicht-kleinzelliges Lungenkarzinom, EGFR Mutationen, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-8110/2021-12-16_AM-RL-XII_Osimertinib_D-701_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8110/2021-12-16_AM-RL-XII_Osimertinib_D-701_TrG_EN.pdf,onkologische Erkrankungen
"Osimertinib (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Erstlinie)",https://www.g-ba.de/downloads/40-268-5531/2019-01-17_AM-RL-XII_Osimertinib_D-369_TrG.pdf,,onkologische Erkrankungen
"Osimertinib (nicht-kleinzelliges Lungenkarzinom, T790M-EGFR-Mutation)",https://www.g-ba.de/downloads/40-268-4101/2016-12-15_AM-RL-XII_Osimertinib-Fristverkuerzung_D-219_TrG.pdf,,onkologische Erkrankungen
Ospemifen (Vulvovaginale Atrophie),https://www.g-ba.de/downloads/40-268-4024/2016-10-20_AM-RL-XII_Ospemifen_D-223_TrG.pdf,,Krankheiten des Urogenitalsystems
"Ozanimod (Neues Anwendungsgebiet: Colitis Ulcerosa, vorbehandelte Patienten)",,,Krankheiten des Verdauungssystems
Ozanimod (Schubförmig remittierende Multiple Sklerose),https://www.g-ba.de/downloads/40-268-7452/2021-04-15_AM-RL-XII_Ozanimod_D-567_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7210/2021-01-07_AM-RL-XII_Ozanimod_D-567_TrG_EN.pdf,Krankheiten des Nervensystems
Palbociclib (Mammakarzinom),https://www.g-ba.de/downloads/40-268-6936/2020-10-15_AM-RL-XII_Palbociclib_D-264_TrG.pdf,https://www.g-ba.de/downloads/40-1465-4388/2017-05-18_AM-RL-XII_Palbociclib_D-264_TrG_EN.pdf,onkologische Erkrankungen
"Palbociclib (Neubewertung nach Fristablauf: Mammakarzinom, Patientenpopulation b1) und b2))",https://www.g-ba.de/downloads/40-268-5889/2019-07-18_AM-RL-XII_Palbociclib_D-395_TrG.pdf,,onkologische Erkrankungen
"Panobinostat (Multiples Myelom, mind. 2 Vortherapien, Kombination mit Bortezomib und Dexamethason)",https://www.g-ba.de/downloads/40-268-3666/2016-03-17_AM-RL-XII_Panobinostat_D-180_TrG.pdf,,onkologische Erkrankungen
Parathyroidhormon (Osteoporose),https://www.g-ba.de/downloads/40-268-2779/2014-03-17_35a_EinstellungBestandsmarkt_TrG.pdf,,Krankheiten des Muskel-Skelett-Systems
Pasireotid (Hypophysendysfunktion),https://www.g-ba.de/downloads/40-268-2145/2012-12-06_AM-RL-XII_Pasireotid_TrG.pdf,,Stoffwechselkrankheiten
Pasireotid (neues Anwendungsgebiet: Akromegalie),https://www.g-ba.de/downloads/40-268-3250/2015-06-18_AM-RL-XII_Pasireotid_nAWG_2015-01-01-D-148_TrG.pdf,,Stoffwechselkrankheiten
Patiromer (Hyperkaliämie),https://www.g-ba.de/downloads/40-268-5236/2018-09-20_AM-RL-XII_Patiromer_D-351_TrG.pdf,,Stoffwechselkrankheiten
Patisiran (Amyloidose),https://www.g-ba.de/downloads/40-268-5647/2019-03-22_AM-RL-XII_Patisiran_D-391_TrG.pdf,,Stoffwechselkrankheiten
"Pegcetacoplan (Paroxysmale Nächtliche Hämoglobinurie, vorbehandelte Patienten)",,,Krankheiten des Blutes und der blutbildenden Organe
Pegvaliase (Phenylketonurie),https://www.g-ba.de/downloads/40-268-6235/2019-12-19_AM-RL-XII_Pegvaliase_D-467_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6235/2019-12-19_AM-RL-XII_Pegvaliase_D-467_TrG_EN.pdf,Stoffwechselkrankheiten
"Pembrolizumab (Erneute Nutzenbewertung § 13: Urothelkarzinom, CPS ≥ 10, Erstlinie)",https://www.g-ba.de/downloads/40-268-6401/2020-03-05_AM-RL-XII_Pembrolizumab_D-424_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6401/2020-03-05_AM-RL_XII_Pembrolizumab_D-424_TrG_EN.pdf,onkologische Erkrankungen
Pembrolizumab (Melanom),https://www.g-ba.de/downloads/40-268-3592/2016-02-04_AM-RL-XII_Pembrolizumab_2015-08-15-D-186_TrG.pdf,,onkologische Erkrankungen
"Pembrolizumab (Neubewertung nach Fristablauf: Urothelkarzinom, CPS ≥ 10, Erstlinie)",https://www.g-ba.de/downloads/40-268-7844/2021-09-16_AM-RL-XII_Pembrolizumab_D-661_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7844/2021-09-16_AM-RL-XII_Pembrolizumab_D-661_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: Endometriumkarzinom, nach Platin-basierter Therapie, Kombination mit Lenvatinib)",,,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: Hodgkin-Lymphom, vorbehandelte Patienten, ≥ 3 Jahre)",https://www.g-ba.de/downloads/40-268-8094/2021-12-07_AM-RL-XII_Pembrolizumab_Aenderung_Therapiekosten_D-652_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7842/2021-09-16_AM-RL-XII_Pembrolizumab_D-652_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: Karzinom des Ösophagus oder gastroösophagealen Übergangs, PD-L1-Expression ≥ 10 (CPS), Erstlinie, Kombination mit Platin- und Fluoropyrimidin-basierter Chemotherapie)",https://www.g-ba.de/downloads/40-268-8493/2022-05-05_AM-RL-XII_Pembrolizumab_D-751-TrG.pdf,https://www.g-ba.de/downloads/40-1465-8493/2022-05-05_AM-RL-XII_Pembrolizumab_D-751_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: Kolorektalkarzinom mit MSI-H oder dMMR, Erstlinie)",https://www.g-ba.de/downloads/40-268-7843/2021-09-16_AM-RL-XII_Pembrolizumab_D-653_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7843/2021-09-16_AM-RL-XII_Pembrolizumab_D-653_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: Mammakarzinom, triple-negativ, PD-L1-Expression ≥ 10 (CPS), Kombination mit Chemotherapie)",https://www.g-ba.de/downloads/40-268-8492/2022-05-05_AM-RL-XII_Pembrolizumab_D-752_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8492/2022-05-05_AM-RL-XII_Pembrolizumab_D-752_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (Neues Anwendungsgebiet: fortgeschrittenes Nierenzellkarzinom, Erstlinie, Kombination mit Lenvatinib)",,,onkologische Erkrankungen
Pembrolizumab (neues Anwendungsgebiet: Hodgkin-Lymphom),https://www.g-ba.de/downloads/40-268-4659/2017-11-17_AM-RL-XII_Pembrolizumab_D-288_TrG.pdf,,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: Melanom, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-6013/2019-09-19_AM-RL-XII_Pembrolizumab_nAWG_D-446_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6013/2019-09-19_AM-RL-XII_Pembrolizumab_D-446_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinie, Kombination mit Axitinib)",https://www.g-ba.de/downloads/40-268-6565/2020-05-14_AM-RL-XII_Pembrolizumab-RCC_D-502_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6565/2020-05-14_AM-RL-XII_Pembrolizumab-RCC_D-502_TrG_EN.pdf,onkologische Erkrankungen
Pembrolizumab (neues Anwendungsgebiet: Plattenepithelkarzinom Kopf-Hals-Bereich),https://www.g-ba.de/downloads/40-268-5936/2019-08-15_AM-RL-XII_Pembrolizumab_D-396_TrG.pdf,,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: Plattenepithelkarzinom Kopf-Hals-Bereich, PD-L1-Expression  ≥ 1%, Erstlinie, Kombination mit Platin- und 5-Fluorouracil (5-FU)-Chemotherapie)",https://www.g-ba.de/downloads/40-268-6562/2020-05-14_AM-RL-XII_Pembrolizumab_D-508_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6562/2020-05-14_AM-RL-XII_Pembrolizumab_D-508_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: Plattenepithelkarzinom Kopf-Hals-Bereich, PD-L1-Expression  ≥ 1%, Erstlinie, Monotherapie)",https://www.g-ba.de/downloads/40-268-6560/2020-05-14_AM-RL-XII_Pembrolizumab_D-501_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6560/2020-05-14_AM-RL-XII_Pembrolizumab_D-501_TrG_EN.pdf,onkologische Erkrankungen
Pembrolizumab (neues Anwendungsgebiet: Urothelkarzinom),https://www.g-ba.de/downloads/40-268-5171/2018-08-02_AM-RL-XII_Pembrolizumab_D-311_TrG.pdf,,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Erstlinie)",https://www.g-ba.de/downloads/40-268-4514/2017-08-03_AM-RL-XII_Pembrolizumab_D274_TrG.pdf,,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Nicht-Plattenepithelhistologie, Erstlinie, Kombination mit Pemetrexed und Platin-Chemotherapie)",https://www.g-ba.de/downloads/40-268-6313/2020-01-28_AM-RL-XII_Pembrolizumab_D-447_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6021/2019-09-19_AM-RL-XII_Pembrolizumab_D-447_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Plattenepithelhistologie, Erstlinie, Kombination mit Carboplatin und (nab-) Paclitaxel)",https://www.g-ba.de/downloads/40-268-6011/2019-09-19_AM-RL-XII_Pembrolizumab_D-448_nAWG_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6011/2019-09-19_AM-RL-XII_Pembrolizumab_D-448_TrG_EN.pdf,onkologische Erkrankungen
"Pembrolizumab (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, nach vorheriger Chemotherapie)",https://www.g-ba.de/downloads/40-268-4190/2017-02-02_AM-RL-XII_Pembrolizumab_D-251_TrG.pdf,,onkologische Erkrankungen
"Pemigatinib (Cholangiokarzinom mit FGFR2-Fusion oder FGFR2-Rearrangement, nach mind. 1 Vortherapie)",https://www.g-ba.de/downloads/40-268-7906/2021-10-07_AM-RL-XII_Pemigatinib_D-670_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7906/2021-10-07_AM-RL-XII_Pemigatinib_D-670_TrG_EN.pdf,onkologische Erkrankungen
Perampanel,https://www.g-ba.de/downloads/40-268-2673/2014-02-06_AM-RL-XII_Perampanel-erneuteNB_TrG.pdf,,Krankheiten des Nervensystems
